Regulon_ID,Mutation,Regulator,Regulon,MutationRegulatorEdge,-log10(p)_MutationRegulatorEdge,RegulatorRegulon_Spearman_R,RegulatorRegulon_Spearman_p-value,Regulon_stratification_t-statistic,-log10(p)_Regulon_stratification,Fraction_of_edges_correctly_aligned
2986,INTERNALIZATION_OF_ERBB1_PID_NCI_NATURE_nonsilent_somatic,ENSG00000074047,R-2986,1,2.135292229,0.233763753,3.08E-08,2.030508648,1.348517476,1
3126,INTERNALIZATION_OF_ERBB1_PID_NCI_NATURE_nonsilent_somatic,ENSG00000156273,R-3126,1,1.525118662,0.437206305,5.46E-27,3.725512801,3.491229223,1
3424,INTERNALIZATION_OF_ERBB1_PID_NCI_NATURE_nonsilent_somatic,ENSG00000105610,R-3424,-1,2.356533275,-0.20123048,2.05E-06,1.993498494,1.312184203,1
1629,IQCE_code_potential_somatic,ENSG00000028277,R-1629,1,1.341129341,-0.174200043,4.13E-05,-5.136818766,1.557086052,1
571,IQCE_code_potential_somatic,ENSG00000090447,R-571,-1,1.616327594,-0.267794929,1.87E-10,4.448963918,1.556579852,1
2539,IQCE_code_potential_somatic,ENSG00000177732,R-2539,-1,1.616327594,0.522654965,9.65E-40,-4.160229795,1.37091436,1
1548,IQCE_code_potential_somatic,ENSG00000123364,R-1548,-1,1.351267085,0.452850519,4.61E-29,-4.59625625,1.509336691,1
2170,IQCE_code_potential_somatic,ENSG00000124766,R-2170,-1,2.777539285,0.326369199,4.57E-15,-5.156898395,1.580516893,1
2158,IQCE_code_potential_somatic,ENSG00000124766,R-2158,-1,2.777539285,0.748827407,1.32E-99,-9.593195072,4.821312681,1
3707,IQCE_code_potential_somatic,ENSG00000122592,R-3707,-1,1.367563939,0.327406957,3.70E-15,-4.612704609,1.521954335,1
58,IQCE_code_potential_somatic,ENSG00000125347,R-58,-1,1.363951616,-0.090730187,0.03371443,11.7312945,5.309865418,1
1552,IQCE_code_potential_somatic,ENSG00000182568,R-1552,-1,1.947100813,0.283077595,1.48E-11,-6.461594136,2.038278085,1
1565,IQCE_code_potential_somatic,ENSG00000182568,R-1565,-1,1.947100813,0.658620341,1.90E-69,-4.207587863,1.391933412,1
1308,IQSEC3_code_potential_somatic,ENSG00000125952,R-1308,-1,1.614098882,0.293091131,2.56E-12,-4.850084777,1.487132463,0.5
1926,IQSEC3_code_potential_somatic,ENSG00000006468,R-1926,1,1.981990692,0.434572542,1.19E-26,5.5138542,1.912184295,1
1927,IQSEC3_code_potential_somatic,ENSG00000006468,R-1927,1,1.981990692,0.498491414,9.18E-36,4.213360632,1.54488389,1
1065,IQSEC3_code_potential_somatic,ENSG00000146592,R-1065,1,19.17127784,0.472296047,8.54E-32,4.472140133,1.746927327,1
2359,IQSEC3_code_potential_somatic,ENSG00000148516,R-2359,1,1.561971902,0.484670702,1.26E-33,8.398115564,2.672598891,0.666666667
2364,IQSEC3_code_potential_somatic,ENSG00000148516,R-2364,1,1.561971902,-0.500213033,4.89E-36,-5.430023658,1.898711418,0.666666667
1594,IQSEC3_code_potential_somatic,ENSG00000185811,R-1594,-1,1.39295026,0.40673562,3.01E-23,-3.928483614,1.652550381,1
1589,IQSEC3_code_potential_somatic,ENSG00000185811,R-1589,-1,1.39295026,0.488577704,3.20E-34,-6.116990058,3.992697323,1
1598,IQSEC3_code_potential_somatic,ENSG00000185811,R-1598,-1,1.39295026,0.361839724,2.15E-18,-5.347851091,1.71479399,1
435,IQSEC3_code_potential_somatic,ENSG00000129535,R-435,1,2.131056576,-0.248453587,3.73E-09,-4.459468874,1.399033801,1
960,IQSEC3_code_potential_somatic,ENSG00000101412,R-960,1,1.604946716,0.649151802,7.07E-67,5.650199874,1.816025158,1
1108,IQSEC3_code_potential_somatic,ENSG00000100105,R-1108,1,2.861964158,0.568783193,2.74E-48,3.023306812,1.425571936,1
221,IQSEC3_code_potential_somatic,ENSG00000020633,R-221,-1,1.362345208,0.637971561,5.88E-64,-4.209140138,1.347195771,0.666666667
222,IQSEC3_code_potential_somatic,ENSG00000020633,R-222,-1,1.362345208,0.341062024,2.15E-16,-4.685156382,1.54521802,0.666666667
3318,IQSEC3_code_potential_somatic,ENSG00000091831,R-3318,-1,1.59835299,-0.378334816,4.32E-20,3.443814329,1.343409857,1
3320,IQSEC3_code_potential_somatic,ENSG00000091831,R-3320,-1,1.59835299,-0.3682768,4.80E-19,5.906379723,2.564000472,1
345,IQSEC3_code_potential_somatic,ENSG00000159216,R-345,-1,1.369488408,0.475528621,2.88E-32,-8.256165194,2.583335699,0.5
346,IQSEC3_code_potential_somatic,ENSG00000159216,R-346,-1,1.369488408,0.616585861,1.07E-58,-5.321791746,2.70220248,0.5
1394,IQSEC3_code_potential_somatic,ENSG00000125398,R-1394,1,12.79463448,0.317496846,2.67E-14,3.578275752,1.306688855,1
1392,IQSEC3_code_potential_somatic,ENSG00000125398,R-1392,1,12.79463448,-0.475331813,3.08E-32,-9.758773452,3.549822084,1
1400,IQSEC3_code_potential_somatic,ENSG00000125398,R-1400,1,12.79463448,-0.326543695,4.41E-15,-3.613920964,1.877001535,1
1395,IQSEC3_code_potential_somatic,ENSG00000125398,R-1395,1,12.79463448,-0.164746234,0.000106928,-6.167560274,2.040893237,1
2186,IQSEC3_code_potential_somatic,ENSG00000132170,R-2186,-1,1.930649008,0.452656758,4.90E-29,-3.95876687,1.483847464,1
2195,IQSEC3_code_potential_somatic,ENSG00000132170,R-2195,-1,1.930649008,0.438749199,3.45E-27,-6.03426668,2.126518602,1
2196,IQSEC3_code_potential_somatic,ENSG00000132170,R-2196,-1,1.930649008,0.209772291,7.25E-07,-3.72245689,1.31951509,1
2191,IQSEC3_code_potential_somatic,ENSG00000132170,R-2191,-1,1.930649008,0.418268571,1.28E-24,-4.477048221,1.59474231,1
2889,IQSEC3_code_potential_somatic,ENSG00000125482,R-2889,1,1.593255933,-0.162965551,0.000127178,-4.302390277,1.454801769,1
2280,IQSEC3_code_potential_somatic,ENSG00000118689,R-2280,1,1.686394674,0.237570346,1.81E-08,23.19631397,51.58120356,0.666666667
2291,IQSEC3_code_potential_somatic,ENSG00000118689,R-2291,1,1.686394674,-0.33896458,3.36E-16,-2.611448998,1.492466056,0.666666667
2289,IQSEC3_code_potential_somatic,ENSG00000118689,R-2289,1,1.686394674,0.640921283,1.03E-64,4.519123581,1.591803587,0.666666667
2286,IQSEC3_code_potential_somatic,ENSG00000118689,R-2286,1,1.686394674,0.369178006,3.88E-19,4.972826524,4.999953522,0.666666667
369,IQSEC3_code_potential_somatic,ENSG00000112561,R-369,-1,4.150875144,0.289542088,4.81E-12,-4.349961108,1.374189111,0.666666667
375,IQSEC3_code_potential_somatic,ENSG00000112561,R-375,-1,4.150875144,0.313033252,6.36E-14,-3.44491033,2.297861131,0.666666667
469,IQSEC3_code_potential_somatic,ENSG00000172216,R-469,-1,3.540433012,0.639431401,2.48E-64,-7.12529711,3.531971422,0.75
459,IQSEC3_code_potential_somatic,ENSG00000172216,R-459,-1,3.540433012,0.377689337,5.05E-20,-6.602354582,1.934698377,0.75
473,IQSEC3_code_potential_somatic,ENSG00000172216,R-473,-1,3.540433012,0.534539604,8.08E-42,-6.929682322,2.032708813,0.75
478,IQSEC3_code_potential_somatic,ENSG00000172216,R-478,-1,3.540433012,0.575576186,1.15E-49,-3.954804243,1.483059547,0.75
458,IQSEC3_code_potential_somatic,ENSG00000172216,R-458,-1,3.540433012,0.643715249,1.93E-65,-11.8362869,5.117370116,0.75
457,IQSEC3_code_potential_somatic,ENSG00000172216,R-457,-1,3.540433012,0.714854639,7.17E-87,-4.187125707,1.333718195,0.75
871,IQSEC3_code_potential_somatic,ENSG00000244405,R-871,1,5.990798113,0.254179848,1.58E-09,3.534242299,3.169557005,1
553,IQSEC3_code_potential_somatic,ENSG00000181449,R-553,1,1.663138489,-0.335055098,7.65E-16,-4.317566278,1.54486735,1
561,IQSEC3_code_potential_somatic,ENSG00000181449,R-561,1,1.663138489,0.352859306,1.64E-17,2.840438295,1.706099067,1
562,IQSEC3_code_potential_somatic,ENSG00000181449,R-562,1,1.663138489,-0.148774045,0.000475444,-4.343569003,2.178986166,1
557,IQSEC3_code_potential_somatic,ENSG00000181449,R-557,1,1.663138489,-0.403700511,6.77E-23,-11.11349666,7.896837537,1
551,IQSEC3_code_potential_somatic,ENSG00000181449,R-551,1,1.663138489,0.163193787,0.000124395,10.73936753,4.172541373,1
550,IQSEC3_code_potential_somatic,ENSG00000181449,R-550,1,1.663138489,-0.531576684,2.71E-41,-11.74084712,4.792434923,1
549,IQSEC3_code_potential_somatic,ENSG00000181449,R-549,1,1.663138489,-0.352979403,1.60E-17,-4.454832685,1.394384893,1
3265,IQSEC3_code_potential_somatic,ENSG00000184481,R-3265,-1,2.183770411,0.357760414,5.45E-18,-6.828293937,9.421854022,0.5
3207,IQSEC3_code_potential_somatic,ENSG00000171634,R-3207,1,1.77600543,0.363235978,1.56E-18,3.944826707,1.53301388,1
3209,IQSEC3_code_potential_somatic,ENSG00000171634,R-3209,1,1.77600543,0.509923007,1.32E-37,3.239481386,1.32535958,1
3200,IQSEC3_code_potential_somatic,ENSG00000171634,R-3200,1,1.77600543,0.250847009,2.61E-09,10.27414144,3.008341218,1
3202,IQSEC3_code_potential_somatic,ENSG00000171634,R-3202,1,1.77600543,0.568597833,2.98E-48,5.028716525,1.667528363,1
3201,IQSEC3_code_potential_somatic,ENSG00000171634,R-3201,1,1.77600543,-0.25877404,7.80E-10,-5.408627765,2.070960583,1
1643,IQSEC3_code_potential_somatic,ENSG00000138795,R-1643,-1,6.930225424,0.338231452,3.92E-16,-4.089816183,1.552413198,0.5
1646,IQSEC3_code_potential_somatic,ENSG00000138795,R-1646,-1,6.930225424,0.444970361,5.27E-28,-3.489878726,1.794721863,0.5
1657,IQSEC3_code_potential_somatic,ENSG00000138795,R-1657,-1,6.930225424,0.287113009,7.36E-12,-3.519367575,2.581861053,0.5
3346,IQSEC3_code_potential_somatic,ENSG00000102974,R-3346,1,1.327462345,-0.373732457,1.31E-19,-8.603930088,3.01383679,0.8
3347,IQSEC3_code_potential_somatic,ENSG00000102974,R-3347,1,1.327462345,0.177002614,3.09E-05,2.998442406,2.045660921,0.8
3338,IQSEC3_code_potential_somatic,ENSG00000102974,R-3338,1,1.327462345,0.389319561,2.82E-21,7.777191533,9.859043797,0.8
3344,IQSEC3_code_potential_somatic,ENSG00000102974,R-3344,1,1.327462345,-0.171663262,5.36E-05,-4.45594559,1.450800858,0.8
2683,IQSEC3_code_potential_somatic,ENSG00000102034,R-2683,-1,2.208036739,0.607821331,1.18E-56,-7.22797176,2.103292866,0.666666667
2693,IQSEC3_code_potential_somatic,ENSG00000102034,R-2693,-1,2.208036739,0.51511529,1.82E-38,-4.573260919,1.516960521,0.666666667
3326,IQSEC3_code_potential_somatic,ENSG00000128604,R-3326,-1,1.373342197,0.346996468,5.97E-17,-6.516989236,2.107200544,1
3325,IQSEC3_code_potential_somatic,ENSG00000128604,R-3325,-1,1.373342197,-0.216605025,3.06E-07,2.788656815,1.682000581,1
3333,IQSEC3_code_potential_somatic,ENSG00000128604,R-3333,-1,1.373342197,0.382652572,1.50E-20,-5.647845674,1.816271924,1
3328,IQSEC3_code_potential_somatic,ENSG00000128604,R-3328,-1,1.373342197,0.339725563,2.86E-16,-4.254749212,1.506577176,1
3717,IQSEC3_code_potential_somatic,ENSG00000163435,R-3717,-1,1.610413359,0.327301834,3.78E-15,-7.169464695,2.185047829,1
3711,IQSEC3_code_potential_somatic,ENSG00000163435,R-3711,-1,1.610413359,0.171336877,5.54E-05,-7.815362096,2.257685555,1
3716,IQSEC3_code_potential_somatic,ENSG00000163435,R-3716,-1,1.610413359,0.172285043,5.03E-05,-4.573260919,1.516960521,1
3151,IQSEC3_code_potential_somatic,ENSG00000172819,R-3151,-1,1.450800858,-0.181917796,1.83E-05,4.559450738,1.438316687,1
739,IQSEC3_code_potential_somatic,ENSG00000196628,R-739,1,1.918136423,-0.35305101,1.57E-17,-12.88411787,3.950402981,1
737,IQSEC3_code_potential_somatic,ENSG00000196628,R-737,1,1.918136423,0.315173791,4.20E-14,6.550802394,1.904185243,1
734,IQSEC3_code_potential_somatic,ENSG00000196628,R-734,1,1.918136423,-0.288494825,5.78E-12,-4.28289893,1.359420376,1
427,IQSEC3_code_potential_somatic,ENSG00000162367,R-427,-1,1.368862506,0.211932299,5.53E-07,-4.475522815,1.40279443,1
431,IQSEC3_code_potential_somatic,ENSG00000162367,R-431,-1,1.368862506,0.406608814,3.12E-23,-4.387272581,1.469832619,1
3545,IQSEC3_code_potential_somatic,ENSG00000167157,R-3545,-1,2.051167511,0.156239821,0.000240941,-9.25390826,3.087420736,0.8
3549,IQSEC3_code_potential_somatic,ENSG00000167157,R-3549,-1,2.051167511,-0.346011862,7.40E-17,2.394242353,1.630042302,0.8
3553,IQSEC3_code_potential_somatic,ENSG00000167157,R-3553,-1,2.051167511,-0.378131489,4.54E-20,3.495005026,1.507779548,0.8
3551,IQSEC3_code_potential_somatic,ENSG00000167157,R-3551,-1,2.051167511,0.238205531,1.65E-08,-4.047909268,1.516024842,0.8
1668,IQSEC3_code_potential_somatic,ENSG00000143190,R-1668,1,2.77680704,0.374382822,1.12E-19,9.407453586,5.205802253,1
1666,IQSEC3_code_potential_somatic,ENSG00000143190,R-1666,1,2.77680704,0.31274566,6.72E-14,3.064152222,1.490793865,1
1669,IQSEC3_code_potential_somatic,ENSG00000143190,R-1669,1,2.77680704,0.416181117,2.29E-24,6.052656773,2.634087728,1
234,IQSEC3_code_potential_somatic,ENSG00000135363,R-234,1,1.498606592,-0.311972791,7.79E-14,-4.24380137,1.479051793,0.75
233,IQSEC3_code_potential_somatic,ENSG00000135363,R-233,1,1.498606592,0.400730372,1.49E-22,6.043152335,2.341784626,0.75
2974,IQSEC3_code_potential_somatic,ENSG00000187079,R-2974,1,2.063531659,-0.245488626,5.78E-09,-4.830069225,1.49970183,1
2970,IQSEC3_code_potential_somatic,ENSG00000187079,R-2970,1,2.063531659,0.452239078,5.58E-29,12.443398,4.387681284,1
2984,IQSEC3_code_potential_somatic,ENSG00000187079,R-2984,1,2.063531659,-0.240082407,1.26E-08,-5.064677809,1.631910126,1
2969,IQSEC3_code_potential_somatic,ENSG00000187079,R-2969,1,2.063531659,0.389866089,2.46E-21,11.09312703,3.326387954,1
69,IQSEC3_code_potential_somatic,ENSG00000166888,R-69,-1,4.621661765,0.396035406,5.06E-22,-5.260913055,2.761802982,0.833333333
70,IQSEC3_code_potential_somatic,ENSG00000166888,R-70,-1,4.621661765,0.446742367,3.06E-28,-4.035102573,1.457116428,0.833333333
63,IQSEC3_code_potential_somatic,ENSG00000166888,R-63,-1,4.621661765,-0.41546002,2.79E-24,11.10835317,6.215809361,0.833333333
67,IQSEC3_code_potential_somatic,ENSG00000166888,R-67,-1,4.621661765,0.227342865,7.43E-08,-4.509309181,1.787111824,0.833333333
72,IQSEC3_code_potential_somatic,ENSG00000166888,R-72,-1,4.621661765,0.55450907,1.68E-45,-4.716763469,1.67490649,0.833333333
2917,IQSEC3_code_potential_somatic,ENSG00000109381,R-2917,1,1.66712357,0.383453952,1.23E-20,3.683489602,1.355483935,1
2911,IQSEC3_code_potential_somatic,ENSG00000109381,R-2911,1,1.66712357,0.506968181,4.01E-37,4.183485713,3.088458883,1
2902,IQSEC3_code_potential_somatic,ENSG00000109381,R-2902,1,1.66712357,0.367766439,5.41E-19,8.259085789,2.394026972,1
2147,IQSEC3_code_potential_somatic,ENSG00000125798,R-2147,-1,1.550247163,-0.376343737,7.00E-20,8.476984547,2.698377174,0.75
2155,IQSEC3_code_potential_somatic,ENSG00000125798,R-2155,-1,1.550247163,0.128730162,0.002534551,-5.807580365,1.842194881,0.75
2154,IQSEC3_code_potential_somatic,ENSG00000125798,R-2154,-1,1.550247163,0.194493582,4.51E-06,-3.215722171,1.764099526,0.75
1474,IQSEC3_code_potential_somatic,ENSG00000087510,R-1474,-1,1.99614402,0.124287508,0.003566479,-4.850848341,2.103716513,0.75
1477,IQSEC3_code_potential_somatic,ENSG00000087510,R-1477,-1,1.99614402,0.134344142,0.00162137,-4.865594928,1.570374238,0.75
1467,IQSEC3_code_potential_somatic,ENSG00000087510,R-1467,-1,1.99614402,0.362186003,1.98E-18,-8.70460315,2.631174157,0.75
304,IQSEC3_code_potential_somatic,ENSG00000245848,R-304,-1,1.356951628,0.390969136,1.86E-21,-5.802049141,2.05088578,0.857142857
290,IQSEC3_code_potential_somatic,ENSG00000245848,R-290,-1,1.356951628,0.684435581,5.89E-77,-4.179708642,1.332904029,0.857142857
305,IQSEC3_code_potential_somatic,ENSG00000245848,R-305,-1,1.356951628,0.39694405,4.00E-22,-7.342348,2.186065022,0.857142857
295,IQSEC3_code_potential_somatic,ENSG00000245848,R-295,-1,1.356951628,0.555626773,1.03E-45,-7.174271089,6.364373426,0.857142857
296,IQSEC3_code_potential_somatic,ENSG00000245848,R-296,-1,1.356951628,0.273132384,7.86E-11,-3.566102962,1.433130274,0.857142857
292,IQSEC3_code_potential_somatic,ENSG00000245848,R-292,-1,1.356951628,0.326772077,4.21E-15,-3.808410188,1.478761661,0.857142857
40,IQSEC3_code_potential_somatic,ENSG00000125347,R-40,-1,3.893804162,0.721878713,2.39E-89,-12.3223253,4.356126328,1
34,IQSEC3_code_potential_somatic,ENSG00000125347,R-34,-1,3.893804162,0.601619007,3.01E-55,-4.496218981,1.404405742,1
35,IQSEC3_code_potential_somatic,ENSG00000125347,R-35,-1,3.893804162,0.570786936,1.08E-48,-9.331693749,3.057777299,1
46,IQSEC3_code_potential_somatic,ENSG00000125347,R-46,-1,3.893804162,0.685248191,3.32E-77,-10.70344943,3.339916754,1
2992,IQSEC3_code_potential_somatic,ENSG00000168066,R-2992,1,2.409610936,-0.226162014,8.71E-08,-4.967234323,1.584724153,1
2989,IQSEC3_code_potential_somatic,ENSG00000168066,R-2989,1,2.409610936,0.109396225,0.010384742,3.989797682,1.344888203,1
2991,IQSEC3_code_potential_somatic,ENSG00000168066,R-2991,1,2.409610936,-0.307206218,1.93E-13,-7.533664135,4.532064504,1
803,IQSEC3_code_potential_somatic,ENSG00000126561,R-803,-1,1.556071977,0.50558075,6.73E-37,-4.253588747,1.400451252,0.75
805,IQSEC3_code_potential_somatic,ENSG00000126561,R-805,-1,1.556071977,0.35295935,1.60E-17,-4.282366643,1.681195721,0.75
788,IQSEC3_code_potential_somatic,ENSG00000126561,R-788,-1,1.556071977,0.532221653,2.08E-41,-10.80379162,4.483017178,0.75
317,IQSEC3_code_potential_somatic,ENSG00000162924,R-317,-1,1.365879839,0.597036555,3.15E-54,-4.74951193,1.487023515,0.5
608,IQSEC3_code_potential_somatic,ENSG00000066336,R-608,-1,1.517637511,0.39982355,1.89E-22,-4.783829382,2.898177594,1
619,IQSEC3_code_potential_somatic,ENSG00000066336,R-619,-1,1.517637511,0.514475635,2.33E-38,-4.467620751,1.418961589,1
609,IQSEC3_code_potential_somatic,ENSG00000066336,R-609,-1,1.517637511,0.497721389,1.21E-35,-3.544907678,1.343450901,1
612,IQSEC3_code_potential_somatic,ENSG00000066336,R-612,-1,1.517637511,0.684053121,7.71E-77,-4.278675068,1.369606014,1
622,IQSEC3_code_potential_somatic,ENSG00000066336,R-622,-1,1.517637511,0.214410599,4.05E-07,-5.277562993,3.99411429,1
603,IQSEC3_code_potential_somatic,ENSG00000066336,R-603,-1,1.517637511,0.513506614,3.37E-38,-4.495747146,1.725242513,1
598,IQSEC3_code_potential_somatic,ENSG00000066336,R-598,-1,1.517637511,0.842991717,3.82E-149,-4.153046121,1.324074044,1
2219,IQSEC3_code_potential_somatic,ENSG00000187140,R-2219,1,3.672415671,-0.290642879,3.96E-12,-4.216524323,1.513842371,0.636363636
2225,IQSEC3_code_potential_somatic,ENSG00000187140,R-2225,1,3.672415671,-0.277530999,3.78E-11,-5.08219827,1.956606432,0.636363636
2218,IQSEC3_code_potential_somatic,ENSG00000187140,R-2218,1,3.672415671,-0.334031291,9.47E-16,-5.499131635,2.529511893,0.636363636
2230,IQSEC3_code_potential_somatic,ENSG00000187140,R-2230,1,3.672415671,-0.374239262,1.16E-19,-5.195608641,2.117459678,0.636363636
2223,IQSEC3_code_potential_somatic,ENSG00000187140,R-2223,1,3.672415671,-0.178427562,2.66E-05,-10.21550868,3.129721825,0.636363636
2229,IQSEC3_code_potential_somatic,ENSG00000187140,R-2229,1,3.672415671,-0.299498834,8.06E-13,-4.218301741,1.337694139,0.636363636
2215,IQSEC3_code_potential_somatic,ENSG00000187140,R-2215,1,3.672415671,-0.200877173,2.14E-06,-11.64758184,13.74850106,0.636363636
1425,IQSEC3_code_potential_somatic,ENSG00000141448,R-1425,-1,1.889510437,0.266661251,2.25E-10,-6.0502932,8.164181079,1
1416,IQSEC3_code_potential_somatic,ENSG00000141448,R-1416,-1,1.889510437,0.467390235,4.34E-31,-11.69743066,5.42719572,1
1423,IQSEC3_code_potential_somatic,ENSG00000141448,R-1423,-1,1.889510437,-0.346861459,6.15E-17,8.691665119,6.332269597,1
3185,IQSEC3_code_potential_somatic,ENSG00000176165,R-3185,1,7.851813521,-0.157865519,0.000206941,-3.889635229,1.309324632,1
3187,IQSEC3_code_potential_somatic,ENSG00000176165,R-3187,1,7.851813521,0.402624882,9.01E-23,3.862068403,1.352323505,1
3183,IQSEC3_code_potential_somatic,ENSG00000176165,R-3183,1,7.851813521,-0.27576097,5.08E-11,-9.412492207,3.059344185,1
3181,IQSEC3_code_potential_somatic,ENSG00000176165,R-3181,1,7.851813521,0.311623581,8.33E-14,3.429478759,1.457665597,1
3197,IQSEC3_code_potential_somatic,ENSG00000176165,R-3197,1,7.851813521,-0.150638658,0.000402377,-7.073987438,2.298084076,1
3179,IQSEC3_code_potential_somatic,ENSG00000176165,R-3179,1,7.851813521,0.584436799,1.65E-51,16.53691774,12.1350291,1
451,IQSEC3_code_potential_somatic,ENSG00000204103,R-451,-1,1.370920421,0.415732811,2.59E-24,-6.107515134,1.801988296,0.857142857
444,IQSEC3_code_potential_somatic,ENSG00000204103,R-444,-1,1.370920421,0.473552296,5.61E-32,-8.494628226,2.491989428,0.857142857
443,IQSEC3_code_potential_somatic,ENSG00000204103,R-443,-1,1.370920421,0.564028069,2.40E-47,-4.994984311,3.618225467,0.857142857
447,IQSEC3_code_potential_somatic,ENSG00000204103,R-447,-1,1.370920421,0.455072858,2.29E-29,-13.27956619,17.13113408,0.857142857
436,IQSEC3_code_potential_somatic,ENSG00000204103,R-436,-1,1.370920421,0.800747668,1.27E-123,-4.143014925,1.323483686,0.857142857
442,IQSEC3_code_potential_somatic,ENSG00000204103,R-442,-1,1.370920421,0.513126195,3.90E-38,-4.00566333,1.589628124,0.857142857
2552,IQSEC3_code_potential_somatic,ENSG00000263001,R-2552,1,2.13667797,0.571129218,9.24E-49,3.753697082,1.371021652,0.75
2554,IQSEC3_code_potential_somatic,ENSG00000263001,R-2554,1,2.13667797,-0.181775531,1.86E-05,-5.121881004,1.625906123,0.75
2550,IQSEC3_code_potential_somatic,ENSG00000263001,R-2550,1,2.13667797,-0.309663663,1.21E-13,-6.664836166,1.92153764,0.75
3728,IQSEC3_code_potential_somatic,ENSG00000124813,R-3728,-1,1.683224513,-0.326182818,4.74E-15,4.730937255,1.737904097,1
3729,IQSEC3_code_potential_somatic,ENSG00000124813,R-3729,-1,1.683224513,-0.275412928,5.39E-11,6.343156825,1.983807625,1
24,IQSEC3_code_potential_somatic,ENSG00000196712,R-24,1,2.757369787,-0.266506376,2.30E-10,-4.504918359,1.407942996,1
25,IQSEC3_code_potential_somatic,ENSG00000196712,R-25,1,2.757369787,0.568410577,3.25E-48,6.727250304,2.700922636,1
1235,IQSEC3_code_potential_somatic,ENSG00000110777,R-1235,-1,1.842911621,0.367548296,5.70E-19,-12.38651775,6.172701992,1
653,IQSEC3_code_potential_somatic,ENSG00000136630,R-653,-1,1.37202418,0.401454458,1.23E-22,-4.227360423,1.912584924,1
657,IQSEC3_code_potential_somatic,ENSG00000136630,R-657,-1,1.37202418,0.508716488,2.08E-37,-6.134373358,1.817005256,1
652,IQSEC3_code_potential_somatic,ENSG00000136630,R-652,-1,1.37202418,0.522817939,9.04E-40,-4.043680285,1.304917829,1
3150,IQSEC3_code_potential_somatic,ENSG00000160685,R-3150,-1,1.521469752,-0.159248721,0.000181605,6.449257257,1.870527892,1
422,IQSEC3_code_potential_somatic,ENSG00000109320,R-422,-1,1.387776072,0.571868034,6.55E-49,-3.755918867,1.425270851,0.75
423,IQSEC3_code_potential_somatic,ENSG00000109320,R-423,-1,1.387776072,0.326989595,4.03E-15,-5.024623985,2.287505614,0.75
407,IQSEC3_code_potential_somatic,ENSG00000109320,R-407,-1,1.387776072,0.210058717,6.99E-07,-4.835631169,1.662779894,0.75
411,IQSEC3_code_potential_somatic,ENSG00000109320,R-411,-1,1.387776072,0.772742596,7.15E-110,-5.200805612,1.967814916,0.75
406,IQSEC3_code_potential_somatic,ENSG00000109320,R-406,-1,1.387776072,0.622676061,3.75E-60,-6.131220632,2.775520605,0.75
421,IQSEC3_code_potential_somatic,ENSG00000109320,R-421,-1,1.387776072,0.458696862,7.25E-30,-4.573260919,1.516960521,0.75
1301,IQSEC3_code_potential_somatic,ENSG00000197905,R-1301,-1,1.33299444,0.411098951,9.25E-24,-3.348801419,1.45704709,1
2480,IQSEC3_code_potential_somatic,ENSG00000106511,R-2480,1,12.96826704,-0.171351242,5.53E-05,-5.165281411,2.591497185,1
1620,IQSEC3_code_potential_somatic,ENSG00000181690,R-1620,-1,1.910917242,0.160331058,0.000163841,-5.108496952,1.961145238,1
1617,IQSEC3_code_potential_somatic,ENSG00000181690,R-1617,-1,1.910917242,0.269008666,1.54E-10,-8.814506045,11.3158875,1
316,IQSEC3_code_potential_somatic,ENSG00000111424,R-316,-1,1.516930866,0.287571451,6.79E-12,-3.935792425,1.721936269,0.8
306,IQSEC3_code_potential_somatic,ENSG00000111424,R-306,-1,1.516930866,0.60491699,5.43E-56,-4.312948092,1.361883728,0.8
313,IQSEC3_code_potential_somatic,ENSG00000111424,R-313,-1,1.516930866,0.648128966,1.32E-66,-4.334285863,1.382770335,0.8
314,IQSEC3_code_potential_somatic,ENSG00000111424,R-314,-1,1.516930866,0.310453376,1.04E-13,-7.721599424,2.139865574,0.8
2178,IQSEC3_code_potential_somatic,ENSG00000133794,R-2178,1,6.094464789,0.331688352,1.54E-15,4.61677511,1.782501207,1
1238,IRAK3_code_potential_somatic,ENSG00000151702,R-1238,1,3.39786476,0.633515624,7.94E-63,5.040789988,2.618142901,1
3214,IRAK3_code_potential_somatic,ENSG00000171634,R-3214,1,1.442997536,0.711758277,8.38E-86,8.448737382,2.514789378,1
703,IRAK3_code_potential_somatic,ENSG00000168310,R-703,-1,1.376324511,0.588297425,2.50E-52,-5.263233585,1.909142937,1
706,IRAK3_code_potential_somatic,ENSG00000168310,R-706,-1,1.376324511,0.391488319,1.63E-21,-9.616443656,3.112677832,1
714,IRAK3_code_potential_somatic,ENSG00000168310,R-714,-1,1.376324511,0.535480333,5.49E-42,-4.560579502,1.392194433,1
1662,IRAK3_code_potential_somatic,ENSG00000143190,R-1662,1,1.421283388,0.492618295,7.63E-35,5.162499462,1.559983836,1
1661,IRAK3_code_potential_somatic,ENSG00000143190,R-1661,1,1.421283388,-0.255819797,1.23E-09,-5.528472794,1.752272373,1
1676,IRAK3_code_potential_somatic,ENSG00000143190,R-1676,1,1.421283388,-0.294697392,1.92E-12,-4.649142524,1.600823327,1
1667,IRAK3_code_potential_somatic,ENSG00000143190,R-1667,1,1.421283388,0.653839987,3.87E-68,4.58995099,2.175738801,1
