,Regulon_ID,Regulator,Gene
83,4,ENSG00000126351,ENSG00000122862
84,4,ENSG00000126351,ENSG00000168421
85,4,ENSG00000126351,ENSG00000060558
86,4,ENSG00000126351,ENSG00000118855
87,4,ENSG00000126351,ENSG00000182866
88,4,ENSG00000126351,ENSG00000010671
89,4,ENSG00000126351,ENSG00000011600
90,4,ENSG00000126351,ENSG00000103811
91,4,ENSG00000126351,ENSG00000099785
92,4,ENSG00000126351,ENSG00000282608
93,4,ENSG00000126351,ENSG00000131370
94,4,ENSG00000126351,ENSG00000115232
95,4,ENSG00000126351,ENSG00000026297
96,4,ENSG00000126351,ENSG00000180644
97,4,ENSG00000126351,ENSG00000075420
98,4,ENSG00000126351,ENSG00000136167
99,4,ENSG00000126351,ENSG00000107562
100,4,ENSG00000126351,ENSG00000162511
101,4,ENSG00000126351,ENSG00000070540
102,4,ENSG00000126351,ENSG00000154734
103,4,ENSG00000126351,ENSG00000177575
104,4,ENSG00000126351,ENSG00000147168
105,4,ENSG00000126351,ENSG00000174125
106,4,ENSG00000126351,ENSG00000124357
107,4,ENSG00000126351,ENSG00000095970
108,4,ENSG00000126351,ENSG00000129038
109,4,ENSG00000126351,ENSG00000104894
110,4,ENSG00000126351,ENSG00000023892
111,4,ENSG00000126351,ENSG00000131446
112,4,ENSG00000126351,ENSG00000137801
113,4,ENSG00000126351,ENSG00000109861
114,4,ENSG00000126351,ENSG00000137491
115,4,ENSG00000126351,ENSG00000064666
116,4,ENSG00000126351,ENSG00000006534
117,4,ENSG00000126351,ENSG00000177105
118,4,ENSG00000126351,ENSG00000075426
119,4,ENSG00000126351,ENSG00000102879
120,4,ENSG00000126351,ENSG00000112799
121,5,ENSG00000126351,ENSG00000169583
122,5,ENSG00000126351,ENSG00000196549
123,5,ENSG00000126351,ENSG00000175793
124,5,ENSG00000126351,ENSG00000143320
125,5,ENSG00000126351,ENSG00000173801
126,5,ENSG00000126351,ENSG00000139725
127,5,ENSG00000126351,ENSG00000163435
128,5,ENSG00000126351,ENSG00000181885
129,5,ENSG00000126351,ENSG00000137124
130,5,ENSG00000126351,ENSG00000182795
131,5,ENSG00000126351,ENSG00000189143
132,6,ENSG00000126351,ENSG00000150093
133,6,ENSG00000126351,ENSG00000139329
134,6,ENSG00000126351,ENSG00000076662
135,6,ENSG00000126351,ENSG00000135535
136,6,ENSG00000126351,ENSG00000102359
137,6,ENSG00000126351,ENSG00000153113
138,6,ENSG00000126351,ENSG00000120708
139,6,ENSG00000126351,ENSG00000262795
140,6,ENSG00000126351,ENSG00000034510
141,7,ENSG00000126351,ENSG00000133069
142,7,ENSG00000126351,ENSG00000163346
143,7,ENSG00000126351,ENSG00000173599
144,7,ENSG00000126351,ENSG00000120029
145,7,ENSG00000126351,ENSG00000107331
146,7,ENSG00000126351,ENSG00000148832
147,7,ENSG00000126351,ENSG00000146122
148,7,ENSG00000126351,ENSG00000282725
149,7,ENSG00000126351,ENSG00000126822
150,8,ENSG00000126351,ENSG00000108641
151,8,ENSG00000126351,ENSG00000213672
152,8,ENSG00000126351,ENSG00000178802
153,8,ENSG00000126351,ENSG00000107175
154,8,ENSG00000126351,ENSG00000188672
155,8,ENSG00000126351,ENSG00000103145
156,8,ENSG00000126351,ENSG00000159228
157,8,ENSG00000126351,ENSG00000221838
158,9,ENSG00000126351,ENSG00000115414
159,9,ENSG00000126351,ENSG00000102034
160,9,ENSG00000126351,ENSG00000035403
161,9,ENSG00000126351,ENSG00000177731
162,9,ENSG00000126351,ENSG00000196924
163,9,ENSG00000126351,ENSG00000173442
164,9,ENSG00000126351,ENSG00000140564
165,10,ENSG00000126351,ENSG00000125538
166,10,ENSG00000126351,ENSG00000120129
167,10,ENSG00000126351,ENSG00000171621
168,10,ENSG00000126351,ENSG00000075426
169,10,ENSG00000126351,ENSG00000131370
170,10,ENSG00000126351,ENSG00000149591
171,10,ENSG00000126351,ENSG00000115232
172,11,ENSG00000126351,ENSG00000115295
173,11,ENSG00000126351,ENSG00000091527
174,11,ENSG00000126351,ENSG00000152818
175,11,ENSG00000126351,ENSG00000143870
176,11,ENSG00000126351,ENSG00000120063
177,11,ENSG00000126351,ENSG00000163399
178,12,ENSG00000126351,ENSG00000084764
179,12,ENSG00000126351,ENSG00000089220
180,12,ENSG00000126351,ENSG00000088367
181,12,ENSG00000126351,ENSG00000151552
182,12,ENSG00000126351,ENSG00000139112
183,12,ENSG00000126351,ENSG00000115310
184,13,ENSG00000126351,ENSG00000115414
185,13,ENSG00000126351,ENSG00000139329
186,13,ENSG00000126351,ENSG00000087303
187,13,ENSG00000126351,ENSG00000164692
188,13,ENSG00000126351,ENSG00000130635
189,13,ENSG00000126351,ENSG00000072682
190,14,ENSG00000126351,ENSG00000172890
191,14,ENSG00000126351,ENSG00000134574
192,14,ENSG00000126351,ENSG00000120889
193,14,ENSG00000126351,ENSG00000138080
194,14,ENSG00000126351,ENSG00000244165
195,15,ENSG00000126351,ENSG00000214021
196,15,ENSG00000126351,ENSG00000112658
197,15,ENSG00000126351,ENSG00000169919
198,15,ENSG00000126351,ENSG00000105552
199,15,ENSG00000126351,ENSG00000099875
200,16,ENSG00000126351,ENSG00000102804
201,16,ENSG00000126351,ENSG00000136161
202,16,ENSG00000126351,ENSG00000136144
203,16,ENSG00000126351,ENSG00000102738
204,16,ENSG00000126351,ENSG00000050405
205,17,ENSG00000128709,ENSG00000106100
206,17,ENSG00000128709,ENSG00000071073
207,17,ENSG00000128709,ENSG00000139278
208,17,ENSG00000128709,ENSG00000148908
209,17,ENSG00000128709,ENSG00000162924
210,17,ENSG00000128709,ENSG00000197081
211,17,ENSG00000128709,ENSG00000000938
212,17,ENSG00000128709,ENSG00000073756
213,17,ENSG00000128709,ENSG00000121552
214,17,ENSG00000128709,ENSG00000162745
215,17,ENSG00000128709,ENSG00000004399
216,17,ENSG00000128709,ENSG00000150782
217,17,ENSG00000128709,ENSG00000077238
218,17,ENSG00000128709,ENSG00000197405
219,17,ENSG00000128709,ENSG00000111729
220,17,ENSG00000128709,ENSG00000113273
221,17,ENSG00000128709,ENSG00000132170
222,17,ENSG00000128709,ENSG00000107798
223,17,ENSG00000128709,ENSG00000171608
224,17,ENSG00000128709,ENSG00000108639
225,17,ENSG00000128709,ENSG00000130830
226,17,ENSG00000128709,ENSG00000155850
227,17,ENSG00000128709,ENSG00000158869
228,17,ENSG00000128709,ENSG00000122862
229,17,ENSG00000128709,ENSG00000112297
230,17,ENSG00000128709,ENSG00000110446
231,17,ENSG00000128709,ENSG00000132965
232,17,ENSG00000128709,ENSG00000060558
233,17,ENSG00000128709,ENSG00000158714
234,17,ENSG00000128709,ENSG00000182866
235,17,ENSG00000128709,ENSG00000163131
236,17,ENSG00000128709,ENSG00000160255
237,17,ENSG00000128709,ENSG00000011600
238,17,ENSG00000128709,ENSG00000169413
239,17,ENSG00000128709,ENSG00000100368
240,17,ENSG00000128709,ENSG00000175567
241,17,ENSG00000128709,ENSG00000183486
242,17,ENSG00000128709,ENSG00000135124
243,17,ENSG00000128709,ENSG00000076258
244,17,ENSG00000128709,ENSG00000070540
245,17,ENSG00000128709,ENSG00000203710
246,17,ENSG00000128709,ENSG00000057252
247,17,ENSG00000128709,ENSG00000146094
248,17,ENSG00000128709,ENSG00000128340
249,17,ENSG00000128709,ENSG00000114013
250,17,ENSG00000128709,ENSG00000130755
251,17,ENSG00000128709,ENSG00000185862
252,17,ENSG00000128709,ENSG00000054219
253,17,ENSG00000128709,ENSG00000105339
254,17,ENSG00000128709,ENSG00000004799
255,17,ENSG00000128709,ENSG00000116701
256,17,ENSG00000128709,ENSG00000136732
257,17,ENSG00000128709,ENSG00000137801
258,17,ENSG00000128709,ENSG00000109861
259,17,ENSG00000128709,ENSG00000091592
260,17,ENSG00000128709,ENSG00000275990
261,17,ENSG00000128709,ENSG00000170458
262,17,ENSG00000128709,ENSG00000021355
263,17,ENSG00000128709,ENSG00000105974
264,17,ENSG00000128709,ENSG00000169385
265,17,ENSG00000128709,ENSG00000006747
266,17,ENSG00000128709,ENSG00000019582
267,17,ENSG00000128709,ENSG00000154734
268,17,ENSG00000128709,ENSG00000180353
269,17,ENSG00000128709,ENSG00000112799
270,17,ENSG00000128709,ENSG00000197746
271,17,ENSG00000128709,ENSG00000134516
272,17,ENSG00000128709,ENSG00000108582
273,17,ENSG00000128709,ENSG00000197943
274,17,ENSG00000128709,ENSG00000165140
275,17,ENSG00000128709,ENSG00000003402
276,17,ENSG00000128709,ENSG00000090382
277,17,ENSG00000128709,ENSG00000153071
278,17,ENSG00000128709,ENSG00000115956
279,17,ENSG00000128709,ENSG00000140497
280,17,ENSG00000128709,ENSG00000099250
281,17,ENSG00000128709,ENSG00000115414
282,17,ENSG00000128709,ENSG00000160691
283,17,ENSG00000128709,ENSG00000160791
284,17,ENSG00000128709,ENSG00000027697
285,17,ENSG00000128709,ENSG00000168421
286,17,ENSG00000128709,ENSG00000138061
287,17,ENSG00000128709,ENSG00000112343
288,17,ENSG00000128709,ENSG00000107796
289,17,ENSG00000128709,ENSG00000168961
290,17,ENSG00000128709,ENSG00000145685
291,17,ENSG00000128709,ENSG00000262418
292,17,ENSG00000128709,ENSG00000020633
293,17,ENSG00000128709,ENSG00000168995
294,17,ENSG00000128709,ENSG00000110031
295,17,ENSG00000128709,ENSG00000282608
296,17,ENSG00000128709,ENSG00000131370
297,17,ENSG00000128709,ENSG00000145779
298,17,ENSG00000128709,ENSG00000115232
299,17,ENSG00000128709,ENSG00000119655
300,17,ENSG00000128709,ENSG00000175899
301,17,ENSG00000128709,ENSG00000110876
302,17,ENSG00000128709,ENSG00000075420
303,17,ENSG00000128709,ENSG00000141655
304,17,ENSG00000128709,ENSG00000090104
305,17,ENSG00000128709,ENSG00000160223
306,17,ENSG00000128709,ENSG00000125753
307,17,ENSG00000128709,ENSG00000124357
308,17,ENSG00000128709,ENSG00000066294
309,17,ENSG00000128709,ENSG00000119321
310,17,ENSG00000128709,ENSG00000106991
311,17,ENSG00000128709,ENSG00000095585
312,17,ENSG00000128709,ENSG00000075884
313,17,ENSG00000128709,ENSG00000129450
314,17,ENSG00000128709,ENSG00000160712
315,17,ENSG00000128709,ENSG00000181631
316,17,ENSG00000128709,ENSG00000111321
317,17,ENSG00000128709,ENSG00000155307
318,17,ENSG00000128709,ENSG00000064666
319,17,ENSG00000128709,ENSG00000030582
320,17,ENSG00000128709,ENSG00000105697
321,17,ENSG00000128709,ENSG00000104763
322,17,ENSG00000128709,ENSG00000156127
323,17,ENSG00000128709,ENSG00000171522
324,17,ENSG00000128709,ENSG00000075426
325,18,ENSG00000128709,ENSG00000141367
326,18,ENSG00000128709,ENSG00000198961
327,18,ENSG00000128709,ENSG00000164924
328,18,ENSG00000128709,ENSG00000007168
329,18,ENSG00000128709,ENSG00000111897
330,18,ENSG00000128709,ENSG00000113163
331,18,ENSG00000128709,ENSG00000163798
332,18,ENSG00000128709,ENSG00000174437
333,19,ENSG00000128709,ENSG00000263309
334,19,ENSG00000128709,ENSG00000010932
335,19,ENSG00000128709,ENSG00000169594
336,19,ENSG00000128709,ENSG00000278677
337,19,ENSG00000128709,ENSG00000277224
338,19,ENSG00000128709,ENSG00000275713
339,19,ENSG00000128709,ENSG00000274290
340,20,ENSG00000128709,ENSG00000162493
341,20,ENSG00000128709,ENSG00000154153
342,20,ENSG00000128709,ENSG00000135046
343,20,ENSG00000128709,ENSG00000124762
344,20,ENSG00000128709,ENSG00000123094
345,20,ENSG00000128709,ENSG00000131711
346,20,ENSG00000128709,ENSG00000149218
347,21,ENSG00000128709,ENSG00000185920
348,21,ENSG00000128709,ENSG00000183340
349,21,ENSG00000128709,ENSG00000127334
350,21,ENSG00000128709,ENSG00000130396
351,21,ENSG00000128709,ENSG00000123352
352,22,ENSG00000128709,ENSG00000164296
353,22,ENSG00000128709,ENSG00000163453
354,22,ENSG00000128709,ENSG00000026025
355,22,ENSG00000128709,ENSG00000101134
356,22,ENSG00000128709,ENSG00000109099
357,23,ENSG00000150281,ENSG00000101160
358,23,ENSG00000150281,ENSG00000071073
359,23,ENSG00000150281,ENSG00000110876
360,23,ENSG00000150281,ENSG00000086730
361,23,ENSG00000150281,ENSG00000121281
362,23,ENSG00000150281,ENSG00000137767
363,23,ENSG00000150281,ENSG00000000938
364,23,ENSG00000150281,ENSG00000013364
365,23,ENSG00000150281,ENSG00000057252
366,23,ENSG00000150281,ENSG00000111424
367,23,ENSG00000150281,ENSG00000118640
368,23,ENSG00000150281,ENSG00000093072
369,23,ENSG00000150281,ENSG00000197405
370,23,ENSG00000150281,ENSG00000137841
371,23,ENSG00000150281,ENSG00000004799
372,23,ENSG00000150281,ENSG00000161638
373,23,ENSG00000150281,ENSG00000099250
374,23,ENSG00000150281,ENSG00000160691
375,23,ENSG00000150281,ENSG00000100122
376,23,ENSG00000150281,ENSG00000106991
377,23,ENSG00000150281,ENSG00000245848
378,23,ENSG00000150281,ENSG00000131724
379,23,ENSG00000150281,ENSG00000137801
380,23,ENSG00000150281,ENSG00000129450
381,23,ENSG00000150281,ENSG00000130429
382,23,ENSG00000150281,ENSG00000138061
383,23,ENSG00000150281,ENSG00000110446
384,23,ENSG00000150281,ENSG00000165025
385,23,ENSG00000150281,ENSG00000090339
386,23,ENSG00000150281,ENSG00000064666
387,23,ENSG00000150281,ENSG00000149418
388,23,ENSG00000150281,ENSG00000119535
389,23,ENSG00000150281,ENSG00000156711
390,23,ENSG00000150281,ENSG00000169385
391,23,ENSG00000150281,ENSG00000105974
392,23,ENSG00000150281,ENSG00000282608
393,24,ENSG00000196712,ENSG00000106100
394,24,ENSG00000196712,ENSG00000101160
395,24,ENSG00000196712,ENSG00000172243
396,24,ENSG00000196712,ENSG00000148908
397,24,ENSG00000196712,ENSG00000121281
398,24,ENSG00000196712,ENSG00000091317
399,24,ENSG00000196712,ENSG00000121064
400,24,ENSG00000196712,ENSG00000162745
401,24,ENSG00000196712,ENSG00000105383
402,24,ENSG00000196712,ENSG00000115956
403,24,ENSG00000196712,ENSG00000159216
404,24,ENSG00000196712,ENSG00000101347
405,24,ENSG00000196712,ENSG00000158473
406,24,ENSG00000196712,ENSG00000099250
407,24,ENSG00000196712,ENSG00000111679
408,24,ENSG00000196712,ENSG00000160691
409,24,ENSG00000196712,ENSG00000160791
410,24,ENSG00000196712,ENSG00000027697
411,24,ENSG00000196712,ENSG00000135956
412,24,ENSG00000196712,ENSG00000245848
413,24,ENSG00000196712,ENSG00000112297
414,24,ENSG00000196712,ENSG00000110446
415,24,ENSG00000196712,ENSG00000130429
416,24,ENSG00000196712,ENSG00000158714
417,24,ENSG00000196712,ENSG00000168961
418,24,ENSG00000196712,ENSG00000262418
419,24,ENSG00000196712,ENSG00000160255
420,24,ENSG00000196712,ENSG00000173068
421,24,ENSG00000196712,ENSG00000136867
422,24,ENSG00000196712,ENSG00000101916
423,24,ENSG00000196712,ENSG00000282608
424,24,ENSG00000196712,ENSG00000145779
425,24,ENSG00000196712,ENSG00000115232
426,24,ENSG00000196712,ENSG00000011422
427,24,ENSG00000196712,ENSG00000119655
428,24,ENSG00000196712,ENSG00000110876
429,24,ENSG00000196712,ENSG00000107562
430,24,ENSG00000196712,ENSG00000254087
431,24,ENSG00000196712,ENSG00000057252
432,24,ENSG00000196712,ENSG00000174125
433,24,ENSG00000196712,ENSG00000146094
434,24,ENSG00000196712,ENSG00000128340
435,24,ENSG00000196712,ENSG00000093072
436,24,ENSG00000196712,ENSG00000137841
437,24,ENSG00000196712,ENSG00000136305
438,24,ENSG00000196712,ENSG00000004799
439,24,ENSG00000196712,ENSG00000116701
440,24,ENSG00000196712,ENSG00000136732
441,24,ENSG00000196712,ENSG00000161638
442,24,ENSG00000196712,ENSG00000162711
443,24,ENSG00000196712,ENSG00000187554
444,24,ENSG00000196712,ENSG00000115594
445,24,ENSG00000196712,ENSG00000129450
446,24,ENSG00000196712,ENSG00000136404
447,24,ENSG00000196712,ENSG00000090339
448,24,ENSG00000196712,ENSG00000109667
449,24,ENSG00000196712,ENSG00000030582
450,24,ENSG00000196712,ENSG00000021355
451,24,ENSG00000196712,ENSG00000184922
452,24,ENSG00000196712,ENSG00000156711
453,24,ENSG00000196712,ENSG00000006534
454,24,ENSG00000196712,ENSG00000171522
455,24,ENSG00000196712,ENSG00000154734
456,24,ENSG00000196712,ENSG00000180353
457,25,ENSG00000196712,ENSG00000181449
458,25,ENSG00000196712,ENSG00000112531
459,25,ENSG00000196712,ENSG00000148516
460,25,ENSG00000196712,ENSG00000010810
461,25,ENSG00000196712,ENSG00000136451
462,25,ENSG00000196712,ENSG00000196628
463,25,ENSG00000196712,ENSG00000006468
464,26,ENSG00000196712,ENSG00000015171
465,26,ENSG00000196712,ENSG00000174444
466,26,ENSG00000196712,ENSG00000107779
467,26,ENSG00000196712,ENSG00000170802
468,26,ENSG00000196712,ENSG00000169744
469,26,ENSG00000196712,ENSG00000100316
470,26,ENSG00000196712,ENSG00000024048
471,27,ENSG00000196712,ENSG00000197702
472,27,ENSG00000196712,ENSG00000118804
473,27,ENSG00000196712,ENSG00000087494
474,27,ENSG00000196712,ENSG00000143320
475,27,ENSG00000196712,ENSG00000137962
476,27,ENSG00000196712,ENSG00000112378
477,28,ENSG00000196712,ENSG00000205403
478,28,ENSG00000196712,ENSG00000115009
479,28,ENSG00000196712,ENSG00000182326
480,28,ENSG00000196712,ENSG00000129450
481,28,ENSG00000196712,ENSG00000150687
482,28,ENSG00000196712,ENSG00000166741
483,29,ENSG00000196712,ENSG00000174628
484,29,ENSG00000196712,ENSG00000120885
485,29,ENSG00000196712,ENSG00000100228
486,29,ENSG00000196712,ENSG00000135744
487,29,ENSG00000196712,ENSG00000114473
488,30,ENSG00000196712,ENSG00000159164
489,30,ENSG00000196712,ENSG00000196465
490,30,ENSG00000196712,ENSG00000171703
491,30,ENSG00000196712,ENSG00000150967
492,30,ENSG00000196712,ENSG00000050165
493,31,ENSG00000261678,ENSG00000135124
494,31,ENSG00000261678,ENSG00000119655
495,31,ENSG00000261678,ENSG00000101160
496,31,ENSG00000261678,ENSG00000026297
497,31,ENSG00000261678,ENSG00000075420
498,31,ENSG00000261678,ENSG00000107562
499,31,ENSG00000261678,ENSG00000277377
500,31,ENSG00000261678,ENSG00000003402
501,31,ENSG00000261678,ENSG00000141655
502,31,ENSG00000261678,ENSG00000162511
503,31,ENSG00000261678,ENSG00000137767
504,31,ENSG00000261678,ENSG00000135604
505,31,ENSG00000261678,ENSG00000000938
506,31,ENSG00000261678,ENSG00000079277
507,31,ENSG00000261678,ENSG00000113269
508,31,ENSG00000261678,ENSG00000101347
509,31,ENSG00000261678,ENSG00000143162
510,31,ENSG00000261678,ENSG00000131669
511,31,ENSG00000261678,ENSG00000233209
512,31,ENSG00000261678,ENSG00000023892
513,31,ENSG00000261678,ENSG00000138821
514,31,ENSG00000261678,ENSG00000106991
515,31,ENSG00000261678,ENSG00000112297
516,31,ENSG00000261678,ENSG00000168421
517,31,ENSG00000261678,ENSG00000115594
518,31,ENSG00000261678,ENSG00000130429
519,31,ENSG00000261678,ENSG00000138061
520,31,ENSG00000261678,ENSG00000160712
521,31,ENSG00000261678,ENSG00000155307
522,31,ENSG00000261678,ENSG00000182866
523,31,ENSG00000261678,ENSG00000185811
524,31,ENSG00000261678,ENSG00000173068
525,31,ENSG00000261678,ENSG00000175567
526,32,ENSG00000261678,ENSG00000159200
527,32,ENSG00000261678,ENSG00000104267
528,32,ENSG00000261678,ENSG00000117519
529,32,ENSG00000261678,ENSG00000170175
530,32,ENSG00000261678,ENSG00000074410
531,32,ENSG00000261678,ENSG00000164543
532,32,ENSG00000261678,ENSG00000011028
533,33,ENSG00000261678,ENSG00000095380
534,33,ENSG00000261678,ENSG00000143321
535,33,ENSG00000261678,ENSG00000085760
536,33,ENSG00000261678,ENSG00000225921
537,33,ENSG00000261678,ENSG00000114126
538,33,ENSG00000261678,ENSG00000067704
539,34,ENSG00000125347,ENSG00000106100
540,34,ENSG00000125347,ENSG00000173391
541,34,ENSG00000125347,ENSG00000071073
542,34,ENSG00000125347,ENSG00000139278
543,34,ENSG00000125347,ENSG00000172243
544,34,ENSG00000125347,ENSG00000128604
545,34,ENSG00000125347,ENSG00000197081
546,34,ENSG00000125347,ENSG00000133561
547,34,ENSG00000125347,ENSG00000162745
548,34,ENSG00000125347,ENSG00000042980
549,34,ENSG00000125347,ENSG00000116473
550,34,ENSG00000125347,ENSG00000197405
551,34,ENSG00000125347,ENSG00000111729
552,34,ENSG00000125347,ENSG00000154589
553,34,ENSG00000125347,ENSG00000043462
554,34,ENSG00000125347,ENSG00000162367
555,34,ENSG00000125347,ENSG00000155850
556,34,ENSG00000125347,ENSG00000142347
557,34,ENSG00000125347,ENSG00000112297
558,34,ENSG00000125347,ENSG00000239697
559,34,ENSG00000125347,ENSG00000134755
560,34,ENSG00000125347,ENSG00000110446
561,34,ENSG00000125347,ENSG00000110934
562,34,ENSG00000125347,ENSG00000158714
563,34,ENSG00000125347,ENSG00000060558
564,34,ENSG00000125347,ENSG00000010610
565,34,ENSG00000125347,ENSG00000111348
566,34,ENSG00000125347,ENSG00000185811
567,34,ENSG00000125347,ENSG00000163131
568,34,ENSG00000125347,ENSG00000160255
569,34,ENSG00000125347,ENSG00000005844
570,34,ENSG00000125347,ENSG00000099785
571,34,ENSG00000125347,ENSG00000183486
572,34,ENSG00000125347,ENSG00000140749
573,34,ENSG00000125347,ENSG00000155465
574,34,ENSG00000125347,ENSG00000135124
575,34,ENSG00000125347,ENSG00000163513
576,34,ENSG00000125347,ENSG00000076258
577,34,ENSG00000125347,ENSG00000070540
578,34,ENSG00000125347,ENSG00000203710
579,34,ENSG00000125347,ENSG00000130755
580,34,ENSG00000125347,ENSG00000054219
581,34,ENSG00000125347,ENSG00000089639
582,34,ENSG00000125347,ENSG00000129038
583,34,ENSG00000125347,ENSG00000103490
584,34,ENSG00000125347,ENSG00000105339
585,34,ENSG00000125347,ENSG00000196664
586,34,ENSG00000125347,ENSG00000161638
587,34,ENSG00000125347,ENSG00000131446
588,34,ENSG00000125347,ENSG00000140968
589,34,ENSG00000125347,ENSG00000139626
590,34,ENSG00000125347,ENSG00000187554
591,34,ENSG00000125347,ENSG00000137801
592,34,ENSG00000125347,ENSG00000069974
593,34,ENSG00000125347,ENSG00000105974
594,34,ENSG00000125347,ENSG00000089820
595,34,ENSG00000125347,ENSG00000019582
596,34,ENSG00000125347,ENSG00000137462
597,34,ENSG00000125347,ENSG00000216490
598,34,ENSG00000125347,ENSG00000101336
599,34,ENSG00000125347,ENSG00000101160
600,34,ENSG00000125347,ENSG00000108582
601,34,ENSG00000125347,ENSG00000197943
602,34,ENSG00000125347,ENSG00000082074
603,34,ENSG00000125347,ENSG00000277377
604,34,ENSG00000125347,ENSG00000003402
605,34,ENSG00000125347,ENSG00000143119
606,34,ENSG00000125347,ENSG00000121064
607,34,ENSG00000125347,ENSG00000153071
608,34,ENSG00000125347,ENSG00000140497
609,34,ENSG00000125347,ENSG00000101347
610,34,ENSG00000125347,ENSG00000143226
611,34,ENSG00000125347,ENSG00000158473
612,34,ENSG00000125347,ENSG00000115414
613,34,ENSG00000125347,ENSG00000241399
614,34,ENSG00000125347,ENSG00000172724
615,34,ENSG00000125347,ENSG00000245848
616,34,ENSG00000125347,ENSG00000168421
617,34,ENSG00000125347,ENSG00000112343
618,34,ENSG00000125347,ENSG00000107796
619,34,ENSG00000125347,ENSG00000142583
620,34,ENSG00000125347,ENSG00000010671
621,34,ENSG00000125347,ENSG00000169252
622,34,ENSG00000125347,ENSG00000020633
623,34,ENSG00000125347,ENSG00000019169
624,34,ENSG00000125347,ENSG00000170776
625,34,ENSG00000125347,ENSG00000138756
626,34,ENSG00000125347,ENSG00000131370
627,34,ENSG00000125347,ENSG00000026297
628,34,ENSG00000125347,ENSG00000110876
629,34,ENSG00000125347,ENSG00000136167
630,34,ENSG00000125347,ENSG00000107562
631,34,ENSG00000125347,ENSG00000141655
632,34,ENSG00000125347,ENSG00000120280
633,34,ENSG00000125347,ENSG00000160223
