Regulon_ID,HRRembrandt,Cox-p-valueRembrandt
207,1.778011639,0.075401943
1869,1.77728693,0.075521043
2283,-1.777111848,0.075549839
2959,1.77618889,0.075701789
3287,-1.774495719,0.07598119
1938,1.773534058,0.076140254
887,-1.77313638,0.076206111
928,-1.763911136,0.077746942
3166,-1.761123875,0.078217439
85,1.754157533,0.079403518
2592,-1.750629101,0.080009819
517,-1.749967571,0.08012391
1489,1.743176178,0.081302845
2286,1.737071195,0.082374605
2622,1.734809471,0.082774558
2981,1.732078192,0.083259642
83,1.731488749,0.08336463
3607,1.729946699,0.083639799
2846,1.728065542,0.083976474
1957,-1.719846779,0.085460297
980,-1.712208844,0.086858188
2462,-1.70298452,0.088570965
1198,1.698387798,0.089434594
1800,-1.69594239,0.089896791
339,-1.69588789,0.089907114
1491,-1.69588789,0.089907114
1496,-1.691615039,0.090719397
1560,1.689575502,0.091109196
2651,-1.686697384,0.091661555
914,1.684831233,0.092021137
2390,1.68304284,0.092366799
1586,1.673031819,0.094321032
3405,1.672111014,0.094502433
1652,1.670994837,0.094722698
2552,-1.67027013,0.09486593
912,1.664612647,0.095990061
3477,-1.663960759,0.096120272
2199,-1.663834352,0.096145537
3518,1.66120272,0.096672739
2990,-1.657215585,0.097475897
1924,1.651255393,0.098686437
10,1.644641383,0.100043787
797,-1.640256608,0.100951824
2974,-1.640256608,0.100951824
1450,-1.639787793,0.101049297
1354,1.639059446,0.10120088
1569,1.639059446,0.10120088
3578,1.637510529,0.101523841
2899,-1.637283079,0.101571335
1360,1.637125982,0.101604149
1651,1.628380931,0.103444138
3109,1.622282351,0.104742906
412,1.60928248,0.107554588
468,1.609168586,0.107579483
1043,1.608986893,0.107619208
289,-1.607712102,0.107898247
2389,-1.603420112,0.108841934
1196,-1.597911509,0.110062672
60,1.591200222,0.111564523
3466,1.585686237,0.112810503
1871,1.583139587,0.113389652
936,1.582674236,0.113495734
1822,1.581037193,0.113869534
1089,1.575208982,0.115208215
1524,1.571816788,0.115993047
1192,-1.5654927,0.117467428
2269,1.564912481,0.117603432
644,1.563994614,0.117818833
708,1.556892831,0.119495932
986,1.550323167,0.12106397
3054,-1.542040105,0.123063848
1154,1.537615559,0.124142641
1950,1.529867732,0.126049472
510,1.52688572,0.126789431
996,-1.521639498,0.128099435
2721,-1.516855668,0.129303129
1719,1.514149775,0.129987857
924,1.513427321,0.130171149
867,1.513064376,0.130263308
1922,1.511896001,0.130560321
2640,1.506576273,0.131919303
3601,-1.501724053,0.133168389
1611,-1.499761008,0.133676321
1046,1.497634803,0.134228159
2418,1.490489557,0.13609556
923,1.489319446,0.136403269
3588,1.481843985,0.138381812
3674,1.481315216,0.138522596
342,-1.471246145,0.141224562
1277,1.460824197,0.144063694
2665,-1.460127824,0.144254947
2045,1.458134092,0.144803586
1778,1.454904538,0.145695691
570,1.450153211,0.147015799
2240,1.446682064,0.14798599
2351,-1.44539268,0.148347618
3364,-1.44539268,0.148347618
1736,1.442452032,0.149174894
1052,1.436448919,0.150874642
198,-1.434605002,0.151399688
3742,-1.430317153,0.152626014
3301,-1.428807399,0.153059598
1529,1.423870317,0.154484016
382,1.415961743,0.156786706
3586,1.41511057,0.15703608
726,-1.410582674,0.158367703
3534,1.403346915,0.160513415
883,1.40308487,0.160591532
388,1.392458763,0.163783521
649,1.386181637,0.165691447
1047,1.378189241,0.168144868
1348,-1.375583937,0.168950483
1659,1.367113623,0.171589694
1546,-1.364105093,0.172534492
1116,1.363028881,0.172873409
2463,-1.3583002,0.174368447
2161,1.354077724,0.175711582
1441,1.352069466,0.176353094
1102,1.349542252,0.177162858
1605,1.348290003,0.177565126
1199,-1.342643374,0.179387479
738,1.342126918,0.179554847
679,1.34153825,0.17974576
2363,1.339437463,0.1804283
1927,1.336123277,0.181508983
2168,-1.331600744,0.18299142
2414,1.331000384,0.183188885
1028,1.327434291,0.184365063
58,-1.326807776,0.184572277
5,1.32424791,0.185420724
3360,-1.321995389,0.186169686
681,1.320887925,0.186538737
3174,1.320247561,0.186752377
1530,1.309893585,0.190231838
2704,-1.29732041,0.194520965
77,1.296627075,0.194759532
1201,-1.28902211,0.1973904
650,1.286345609,0.198322472
294,1.286295402,0.198339987
1558,-1.285937536,0.198464862
3276,-1.281287593,0.200092669
340,-1.279220334,0.200819477
563,-1.279220334,0.200819477
739,-1.277978481,0.201257014
3339,-1.275842364,0.202011249
249,-1.271398066,0.20358707
2942,1.271361795,0.203599968
2726,-1.268813352,0.204507642
3378,-1.267152089,0.205100913
2205,1.265839265,0.205570634
2200,1.26546715,0.205703917
1500,1.265411959,0.205723691
2882,1.259639147,0.207799567
3211,-1.254654284,0.209604288
2353,-1.251817104,0.210636516
3167,1.249992486,0.211302292
1343,-1.231463119,0.218149702
3539,1.21702592,0.223594354
1577,-1.215885378,0.224028589
1949,1.198278836,0.230808483
2447,-1.193875815,0.232526549
2991,-1.193875815,0.232526549
1341,-1.189622209,0.234194913
1606,-1.189407051,0.234279527
2996,1.188174864,0.234764525
485,1.186600533,0.235385226
2405,1.186246523,0.235524959
1731,1.184912325,0.236052114
3381,1.183421966,0.236641956
994,-1.183021131,0.236800773
1559,-1.180582267,0.237768711
3124,1.176383919,0.239441495
3065,-1.174159503,0.240331143
2915,-1.17334172,0.240658798
1660,1.172542796,0.240979201
2365,1.172512598,0.240991317
3679,-1.167546113,0.242989897
74,1.158048001,0.246844449
2987,-1.155910976,0.247717573
191,1.155764398,0.247777539
557,1.154106787,0.248456391
3102,1.152166492,0.249252664
1742,-1.138581064,0.25487793
2589,1.133627532,0.256950819
1162,-1.132428664,0.25745426
1305,1.129571182,0.25865696
829,-1.125818968,0.260242154
2413,1.12555007,0.260356012
1202,-1.122581574,0.261615244
1932,1.119064914,0.263112447
3634,-1.117747778,0.263674731
1001,-1.116108398,0.264375738
1428,-1.106751513,0.268401377
3682,-1.101431336,0.270708973
140,1.093717007,0.274079113
689,1.092157614,0.274763829
3270,1.090966633,0.275287565
2409,-1.087491868,0.276819491
1597,1.086296862,0.277347675
2346,1.07749332,0.281259933
332,-1.071957549,0.2837391
1035,-1.069731606,0.284740136
1370,1.068583723,0.285257286
3570,1.062648878,0.287941212
1568,-1.061643082,0.288397748
1165,1.05792374,0.290090211
3762,-1.057664873,0.290208255
845,1.051617977,0.292974857
1120,-1.05129282,0.293124124
1843,-1.046151301,0.295491183
509,1.045404715,0.295835959
1570,-1.041386393,0.297696255
1308,1.039446287,0.298597227
977,1.034989215,0.300673948
2708,1.030597943,0.302729401
1680,-1.028158199,0.303875418
998,1.02576668,0.305001575
1314,1.024697842,0.305505782
1182,1.022109019,0.306729305
1718,-1.016596036,0.309345641
2386,-1.016596036,0.309345641
2896,1.012170486,0.311456545
554,1.007583426,0.313654489
1071,-1.001165078,0.316747007
419,-1.000483493,0.317076582
2284,-0.99037692,0.321989922
3074,-0.989786529,0.32227847
2163,-0.988219022,0.323045394
545,0.986814499,0.323733586
919,-0.976169459,0.328980495
1801,-0.973599717,0.330255327
1458,0.971025693,0.331535484
1951,-0.969601039,0.332245395
3206,-0.964148574,0.334971443
2966,-0.963402144,0.335345751
843,-0.963197299,0.335448521
2642,-0.961986082,0.336056595
41,0.956148145,0.338997394
3646,0.95554923,0.339300022
1049,0.948831197,0.342706472
333,0.942367476,0.346004533
3671,-0.940397357,0.347013777
253,0.939556632,0.34744503
2724,-0.938761229,0.347853349
2697,0.936991918,0.348762715
1181,0.936440983,0.349046185
204,-0.931060836,0.351822096
1233,0.924692665,0.355125796
256,0.920709723,0.357201999
3663,0.917715164,0.358768007
1072,-0.904674865,0.365637661
3354,-0.895382679,0.370582557
1592,0.893623143,0.37152356
2239,-0.8933736,0.371657136
145,-0.893235531,0.371731054
194,0.893160813,0.37177106
855,0.892045988,0.372368283
2443,0.889645635,0.373656194
3706,0.879549574,0.379103366
2948,0.877175988,0.380391056
1649,-0.859940277,0.389821965
1714,-0.851060415,0.394735793
2503,-0.85078971,0.394886179
991,0.849591627,0.395552168
2367,-0.839376133,0.401258273
1020,0.837442398,0.402343942
2044,0.837442398,0.402343942
2267,-0.83727177,0.402439823
2859,-0.832522605,0.405114024
1007,0.830943661,0.406005457
3533,0.830934295,0.406010748
1281,-0.823454944,0.410249329
2725,-0.817459909,0.413665652
16,-0.816924746,0.413971435
1076,0.80712347,0.419595352
3609,-0.79952786,0.423984399
473,0.794829645,0.426712604
3349,0.793934897,0.427233333
414,0.777234038,0.437020704
3185,-0.776089434,0.437696182
2639,0.774594798,0.438579132
2042,-0.773988615,0.438937524
2593,-0.770624223,0.440929699
1187,0.765473251,0.443989789
2272,-0.765005389,0.444268336
2524,-0.761892606,0.446124103
2046,0.761594759,0.446301904
3104,-0.761326509,0.446462071
2338,0.757932884,0.448491163
25,0.757314636,0.448861385
870,-0.754333599,0.450648932
1931,0.747713559,0.454632951
3669,-0.740641668,0.458910737
1823,-0.735857548,0.461817394
1747,-0.732861779,0.463642737
1727,0.732398953,0.463925097
2107,0.725390993,0.468212197
1183,0.724697737,0.468637483
1077,-0.715879348,0.474065852
1712,0.707719404,0.479119525
3060,0.706780165,0.479703103
852,0.706780165,0.479703103
1110,-0.703257153,0.481895508
3310,0.678085807,0.497717289
1270,-0.676815014,0.498523331
1666,0.675141224,0.499586045
8,-0.674663841,0.499889363
666,-0.673697074,0.500503923
1296,-0.668654664,0.503715793
909,-0.666222132,0.505269128
1101,0.66223907,0.507818019
1942,-0.653090027,0.513698241
1018,-0.653068746,0.51371196
2703,-0.653068746,0.51371196
1186,0.650430206,0.515414371
3589,0.649936733,0.51573309
490,-0.645321173,0.518719075
2958,-0.635478179,0.525116594
571,0.632611183,0.526987582
68,0.631595832,0.527651011
707,0.628965321,0.52937176
3446,0.627469106,0.530351781
862,0.620301606,0.535059237
722,0.614304042,0.539014432
688,-0.612263582,0.54036338
2335,-0.612240438,0.540378691
1948,-0.600081736,0.548451764
647,-0.598503054,0.549504322
487,0.594286219,0.552320694
2099,0.591308365,0.554313826
359,0.586935037,0.557247337
2265,0.580547266,0.561545622
886,0.572404523,0.567047952
376,0.570797174,0.568137139
2203,0.568387835,0.569771649
2605,0.564823722,0.57219367
2887,-0.562726945,0.573620833
3363,-0.561221701,0.574646411
736,-0.558765868,0.576321519
1603,-0.558009125,0.576838153
1992,-0.555594423,0.578488145
1448,-0.555252641,0.578721868
334,-0.553601004,0.579851939
3067,0.549735505,0.582500801
1667,-0.54800534,0.583688236
3314,-0.539159965,0.589776482
847,-0.538562609,0.590188693
1772,0.537184955,0.591139863
3337,-0.5327442,0.594210665
3283,0.530938253,0.595461569
1358,0.52953036,0.59643759
1490,-0.524877575,0.5996683
2623,0.524549859,0.599896151
336,0.522480121,0.601336084
1167,0.521838625,0.601782694
1342,0.519273524,0.603570014
3186,0.518577733,0.60405524
3075,-0.516999879,0.605156243
1827,0.516103882,0.605781857
1929,0.515886428,0.605933734
2049,0.512043366,0.60862066
2289,0.512043366,0.60862066
2337,-0.508216025,0.611301853
1252,-0.508159836,0.611341255
835,0.50487191,0.613648805
1086,-0.500134645,0.616980273
1669,-0.497268007,0.619000069
3581,-0.488316032,0.625326007
1753,-0.487109118,0.626181005
2274,-0.476863431,0.633459374
632,0.474227717,0.635337531
1290,0.469431883,0.638760963
1602,0.468933993,0.639116818
1025,0.468352635,0.639532434
830,-0.46513751,0.641832986
2857,-0.464762104,0.642101829
939,0.462076724,0.644026301
3612,-0.46150562,0.64443589
2667,-0.456428003,0.648082232
3052,0.455779089,0.648548843
1819,0.455560139,0.648706312
1831,-0.453260128,0.65036144
1432,0.447992172,0.654158846
3670,-0.444644753,0.6565765
1454,-0.441779858,0.658648515
2615,-0.439878795,0.660024895
3532,-0.436006062,0.662832331
1002,0.43169906,0.665960151
3557,-0.426954776,0.669412267
1075,0.416635002,0.676945404
3203,0.411835857,0.680459737
372,-0.408142113,0.683169343
3007,-0.407848223,0.683385108
2419,-0.405749682,0.684926534
1797,0.402117624,0.687597463
1017,-0.40142072,0.688110397
2638,0.400691679,0.688647138
232,-0.39255763,0.694646239
1673,0.389346696,0.697019697
3403,0.386283877,0.69928644
1254,-0.382536876,0.702063182
3152,-0.375429683,0.707340933
486,0.369432056,0.711805708
1493,-0.356251387,0.721652311
692,0.346545378,0.728932887
2710,0.346545378,0.728932887
1134,0.338502233,0.734984745
451,-0.334490901,0.738009156
832,0.333367049,0.738857233
882,-0.328704075,0.742379374
3063,-0.319431168,0.749399579
3268,0.318362839,0.750209723
1093,-0.31365222,0.753785194
2888,-0.311283553,0.755585069
1609,-0.309849971,0.756675049
1735,0.308541031,0.757670684
3241,-0.307186645,0.75870131
1430,0.305280761,0.760152327
3604,0.304931204,0.760418549
1994,-0.303125877,0.761793935
780,0.301571936,0.762978404
2904,-0.293842877,0.768877969
3572,0.291280353,0.770836912
2467,-0.286557694,0.774451011
2554,-0.286557694,0.774451011
917,0.282595748,0.77748674
2408,0.281062484,0.778662475
2268,0.280603978,0.779014165
1743,0.275587805,0.782864677
3121,0.243506795,0.807612822
898,0.238066035,0.811829878
3603,-0.236941182,0.812702421
2277,-0.227761376,0.819831755
2982,0.221868993,0.824415869
3473,-0.218634466,0.826934802
1083,-0.216626902,0.828499119
1099,-0.207421266,0.835680876
3440,-0.204323911,0.838100386
874,-0.199989771,0.841488581
2181,-0.196800913,0.843983337
1958,-0.196346037,0.84433933
1393,0.19441826,0.845848394
892,-0.19203126,0.847717719
2111,0.189216917,0.849922809
781,0.189034797,0.850065544
3380,0.188923824,0.850152521
63,-0.181474527,0.855995125
3376,-0.175783719,0.860463861
1788,0.175663342,0.860558436
2626,-0.171228298,0.864044257
569,0.166501862,0.867762018
1394,0.166130591,0.868054181
383,-0.165247678,0.868749039
3631,0.157592712,0.874777747
3338,-0.151525129,0.87956149
695,0.15094113,0.880022155
2322,0.150244713,0.88057155
742,0.148401111,0.882026223
1312,-0.147603266,0.882655878
3282,-0.145153716,0.884589508
560,0.140658462,0.888139761
3519,-0.13797855,0.89025737
2415,-0.132082226,0.894919254
2973,-0.128720635,0.897578707
259,0.128561663,0.897704503
2458,-0.119896034,0.904565506
2278,-0.109490619,0.912813362
938,-0.107689055,0.914242352
1624,0.10283172,0.91809653
3198,0.0991434,0.921024414
1665,0.098280267,0.921709747
2555,-0.096872124,0.922827947
1033,0.094591005,0.924639695
2702,-0.094171527,0.924972902
2328,-0.084440924,0.932705871
2352,0.079592031,0.936561733
1122,0.07784309,0.937952869
1397,-0.068776962,0.945167156
2034,-0.068768638,0.945173782
2655,-0.063887143,0.94906009
683,0.05674754,0.954746303
2845,-0.05647648,0.954962232
3540,-0.05647648,0.954962232
2650,0.053441621,0.957380044
802,-0.052557073,0.958084821
86,-0.045944978,0.963354105
1132,-0.045944978,0.963354105
1536,-0.045944978,0.963354105
2296,-0.045944978,0.963354105
3196,-0.045944978,0.963354105
1599,-0.039627331,0.968390238
1650,0.033902184,0.972955151
3644,-0.031506818,0.974865355
1582,-0.028277676,0.977440685
3326,0.023598996,0.981172473
3384,-0.022794673,0.981814057
192,0.018165492,0.985506831
387,-0.017510845,0.986029081
3536,-0.01416482,0.988698487
234,0.013265534,0.989415946
1027,0.013265534,0.989415946
1398,0.013265534,0.989415946
1533,0.013265534,0.989415946
2706,0.013265534,0.989415946
2459,-0.013149245,0.989508723
526,-0.005247483,0.995813134
687,-0.003465894,0.997234622
